200.00	10.00	0.00
200.00	20.00	83428.51
200.00	30.00	98130.60
300.00	10.00	6387.36
300.00	20.00	64795.07
300.00	30.00	69889.64
400.00	10.00	38460.64
400.00	20.00	56980.55
400.00	30.00	56255.60
500.00	10.00	33112.60
500.00	20.00	48861.59
500.00	30.00	49274.43
650.00	10.00	25130.84
650.00	20.00	25130.84
650.00	30.00	31888.76

